X44	X24	X4	X41	X23	X1	X29	X10	X49	X3	X42	X16	X6	X7	X28	X14	X15	X12	X19	X22	X38	X18	X21	X30	X35	X47	X36	X32	X43	X17	X39	X40	X33	X27	X5	X37	X8	X50	X13	X34	X25	X9	X2	X45	X11	X46	X48	X20	X26	X31
-2.120381	-0.883285	-0.409080	0.034115	1.587915	0.367645	-0.881861	-2.620024	1.902407	1.537330	0.201061	1.383763	3.360762	0.208023	-2.036309	-0.337791	2.272150	0.247325	0.904979	-0.554428	3.000587	2.560921	0.629802	-4.989270	0.340208	2.555429	1.638752	0.871897	2.692537	2.296221	-2.284658	0.115040	-2.791636	-1.369238	-0.110058	1.908517	0.270505	-3.758261	-0.771118	1.303578	0.978605	1.719645	0.452022	1.522420	1.757750	1.814061	6.024906	-2.057171	-0.498639	0.283521
0.534192	-0.998495	0.825241	-2.346457	0.363967	-0.177948	-2.375141	-0.960481	-0.921377	0.594560	0.220496	1.025022	-0.307103	1.322517	-0.962469	1.860921	0.173298	1.395194	0.201428	-0.131886	-3.008274	1.389351	0.633843	2.008920	-0.392058	0.451234	1.039126	0.719734	0.378070	0.591933	0.085156	0.084252	1.358796	-2.849935	-0.815857	1.462647	-0.971832	0.701486	0.767240	0.799001	1.907591	2.085732	-0.825865	-0.128162	-2.163481	-0.204874	1.337556	-0.081717	0.511080	0.494690
1.088104	1.525601	-0.494358	0.259509	2.830912	-0.880603	-2.378130	-3.538826	1.482409	0.499135	-0.414354	2.198544	1.090623	-0.118315	3.358080	-0.520646	2.142588	-0.929730	-1.789803	1.139850	2.548106	1.248978	-0.124167	0.147507	-1.703697	4.106508	3.576488	-1.679702	-0.055844	0.097309	0.575930	-1.192422	0.583343	-1.903669	0.727082	0.943929	1.107482	3.313545	1.860183	-2.473343	-1.353435	-1.198630	0.569255	0.539901	0.929059	2.132470	-0.691632	-2.150113	1.370763	1.240325
4.173776	-0.243637	1.950477	1.629938	-0.766548	0.460934	0.889579	0.230007	-0.145518	0.411837	0.006199	-0.358808	1.903240	2.664501	1.489784	-1.806568	-1.829218	3.525183	1.163917	-1.184936	1.795226	2.815989	-1.002381	-4.870149	-0.181752	2.303770	-3.424526	1.901875	2.821082	3.799820	0.037629	1.957720	-3.943785	-1.120794	-0.839795	-2.524163	-1.298879	-4.550331	-1.580995	0.344605	1.311467	1.548127	0.291523	2.433286	0.411714	-0.130813	13.627997	-1.959431	-2.920867	-0.657791
0.543086	2.559417	0.556670	-2.218062	2.154923	-0.373473	-2.199904	0.012752	-0.821983	0.796453	0.769271	3.026545	0.093882	0.495024	3.934427	-1.494652	0.346961	-0.217624	-1.020640	1.310388	3.386679	-0.899028	1.121543	6.408789	-0.246240	-2.817376	2.379349	-2.237401	3.495419	2.023516	1.842242	1.345665	3.642363	-1.514813	0.419113	-2.829426	1.071531	-2.824993	-1.134989	-0.632011	-0.349698	1.703826	1.204445	-1.696193	0.138597	-2.418865	-4.858614	1.312639	2.201757	1.313813
-1.853245	-2.682756	-2.766359	-1.585513	-1.898336	1.016844	-0.392536	-0.106983	2.205432	-0.199763	-0.581755	-0.264968	-0.975506	-0.566467	-4.351379	0.913907	0.342222	-1.469708	-0.515234	-2.388090	2.372049	-2.704286	0.946415	-0.144953	0.015001	1.083253	-1.521557	1.451895	-1.192505	1.617477	-0.282345	-3.993337	-0.926154	1.812398	-0.579138	0.357773	-2.715893	-3.115965	0.753723	-0.844604	0.387358	0.344556	1.446378	-2.353408	0.886015	-0.380897	-1.790274	1.397725	-2.677272	-0.119678
0.061501	1.261988	-0.780285	0.688004	1.444668	-0.046131	1.529170	-3.032261	1.024240	-1.350726	0.208444	-1.872290	0.095664	0.704725	1.732634	-0.038795	-1.545602	0.962844	-1.103643	0.497370	4.188852	-0.234466	-1.695469	-1.345186	-0.343709	0.030770	-1.205791	-1.930397	-1.757368	0.729567	0.052931	-0.220386	-0.478081	1.467156	-0.952138	-1.444045	0.096462	-4.553607	-1.390239	-1.917894	-1.002591	-0.537409	-0.072523	-0.036469	0.663794	-0.585839	-0.451873	-5.637416	0.683631	-0.746638
-2.379106	0.080679	-1.127604	0.351512	1.295353	-2.290459	0.385055	0.553673	3.951185	0.435811	-0.326560	-2.125487	2.131359	1.476057	0.491317	-0.054475	2.385208	2.688890	1.771609	1.649565	-1.558018	-2.061602	2.212987	-2.557655	-1.380225	1.015752	1.636863	2.152019	0.068605	0.245819	0.257364	-2.954266	-1.474959	1.164273	0.711407	0.014161	1.281261	-4.599435	-1.700893	5.437356	-1.842925	0.300247	1.171378	1.444504	1.640767	1.863992	0.017266	-1.159377	1.379558	-1.628273
3.397350	1.081472	2.403199	-1.430756	-0.114953	0.159154	-0.537574	0.450835	-4.381548	-1.881014	-2.156064	1.484192	0.826015	-1.019697	1.775556	-0.215258	-2.657515	0.430535	-0.263982	0.521289	-0.331831	0.053631	-0.919897	0.498921	0.339307	-1.410011	1.461665	-3.595532	-0.193545	-0.493020	2.333954	3.424400	0.486042	-1.672672	-0.445431	-1.337578	-1.223905	3.821825	-0.735508	-0.774089	1.179336	-1.071771	-0.204311	0.535173	-1.274135	-1.808408	1.172352	-0.718388	1.132999	-0.689151
0.058658	-1.530676	2.622891	-3.837331	-0.152560	0.966727	-1.721621	-0.084646	0.372382	-1.399697	1.138361	0.042405	0.790541	0.263791	-2.259076	1.344317	-2.953996	0.903014	-0.626209	-2.635692	-0.768962	1.894570	-2.026737	2.937484	0.344496	2.585915	-1.774287	-4.845750	1.485086	1.128792	1.203813	-0.016159	0.405357	-2.108367	-1.987639	1.062630	-2.457207	1.478339	-0.128295	-0.167059	-2.258268	-0.256890	-0.005052	-0.897136	-1.234613	0.935084	3.030374	-0.626955	1.452603	1.227503
-0.926508	0.429436	1.473667	-0.539835	0.385404	0.347511	0.011036	-0.199362	-2.730544	1.230732	-0.624955	0.851075	2.916608	-1.422873	-0.927716	0.582988	-0.546382	-3.263747	0.977983	-0.683785	-0.352045	-0.807193	-2.554549	1.655481	-0.613542	-2.489632	0.318407	-3.477343	0.236711	-1.971467	0.849351	-0.013578	-0.824259	0.754354	-1.278140	0.919236	-1.152587	3.445326	-0.108347	0.095623	-1.973404	-0.826810	1.107044	-0.540297	0.196779	-4.009610	-6.498159	2.471956	2.549355	-2.650696
0.354761	0.346376	-1.183745	-1.053373	-0.872165	1.132769	1.685627	1.564888	0.545058	0.804152	-1.339230	-0.023160	-1.352942	0.661429	-2.592527	-0.403321	-1.086056	-0.197291	-0.379379	-0.706155	-2.616061	-3.015566	-2.098803	-0.751549	0.510973	-4.020188	-1.367790	0.647132	-0.918788	-0.929362	3.445387	1.295270	1.252327	3.743878	-0.441465	0.885429	-0.857545	-0.723203	-2.920265	0.630628	-0.470419	2.552081	1.139725	-3.077447	1.698039	0.303084	-3.485370	0.707571	-1.196289	-1.445582
0.208522	-2.082064	0.132913	0.665184	0.268708	0.488688	1.615514	-2.239656	-2.794531	-0.128546	1.361406	-1.585299	-1.053725	-0.074124	-1.090399	-0.820262	-0.730308	-0.225505	0.368177	0.262209	1.790679	1.985933	2.093862	-0.104292	0.347189	1.874503	-0.757028	-1.276971	1.552632	-0.513487	-0.108652	1.038290	-1.851813	1.076080	0.447606	-1.540108	2.356364	1.380096	2.858574	0.714187	0.855586	-0.847925	-2.027779	-0.313745	1.955003	-0.125695	0.766314	-2.982064	0.289648	3.713671
-4.824979	-1.604129	0.037636	0.241877	-1.192207	0.750946	-3.109647	-2.936668	0.857002	-1.901047	1.662024	1.515767	-1.733788	0.232822	1.208140	0.405254	1.741903	0.062986	-0.872025	1.022469	1.115295	0.443993	1.446505	2.087852	1.668071	-1.378624	2.769942	-2.957679	0.830078	3.246303	-0.151663	4.151052	-1.957181	-3.057008	2.001262	1.745773	2.741576	1.082627	1.662053	-1.018239	-0.244446	1.232239	1.846083	-1.307052	0.733199	-0.029496	-1.373466	-1.474713	2.069944	2.867147
