X11	X23	X43	X40	X39	X14	X3	X19	X36	X44	X20	X12	X33	X4	X21	X10	X47	X24	X2	X1	X32	X18	X41	X28	X38	X37	X29	X46	X16	X31	X45	X35	X22	X9	X34	X50	X17	X42	X30	X6	X5	X27	X13	X15	X49	X8	X25	X48	X26	X7
-2.656876	-2.146414	0.378498	-1.576718	-0.607186	-0.893516	0.255055	0.919077	0.461489	1.835089	0.188659	-1.220734	-0.214498	-0.528190	-0.439135	0.134326	-0.588302	-0.679618	-0.002054	-2.261322	0.890677	-0.472082	-0.810642	-0.939835	-0.154198	-0.324772	1.757335	0.248040	-0.000680	-1.271474	-0.807858	-1.519738	0.163952	-3.117537	-0.008655	0.154786	-0.849691	1.483017	1.203564	1.871003	-1.112417	0.111635	0.990387	0.841694	0.072773	2.161044	-0.033695	0.902229	0.782622	0.575009
-0.691977	1.138163	1.004739	-1.971005	1.667326	-1.853606	2.607151	-0.342036	0.287063	0.112286	-1.245766	0.305463	0.426638	2.336501	1.256798	-0.002912	2.661125	-1.356372	0.178408	3.195035	-0.851017	0.878456	1.488150	0.104277	1.150454	-1.425477	-0.495396	-0.209921	-0.288406	2.511290	-0.085289	3.307009	0.424361	-0.214182	0.608995	-1.768815	-0.117216	-1.437993	0.762335	-0.751971	2.390954	-1.397594	-2.984270	0.313019	1.513201	0.155797	-1.651066	-0.316180	0.542823	2.259893
0.844388	0.082886	-1.759130	1.658092	-3.170643	3.173105	1.489481	-0.468939	0.847831	2.761832	4.065425	-0.181357	0.681196	1.417316	-1.068436	0.269393	-1.794130	2.484929	0.165300	-3.652554	-0.374579	0.955172	0.519432	1.106941	-0.121821	-0.772379	0.231599	2.684192	-1.496763	-2.227295	2.504635	0.183931	-1.446607	1.189162	-0.508026	1.526197	0.350613	-0.198871	-1.220866	1.044318	-0.291991	0.576107	0.591755	-1.546454	-3.307513	4.293737	-1.327118	-0.787146	-1.492766	-3.672798
-1.452419	0.608834	4.264140	-1.326058	4.030415	-4.058566	-0.324970	-0.945897	-0.584972	0.625190	-1.222068	-1.438118	0.591841	1.955087	2.168596	-0.524244	3.120428	-1.068096	-1.609581	0.304109	-0.704340	-0.417523	-0.955102	0.037829	-0.383461	-0.981279	0.480386	-4.192542	-0.692424	0.367835	-0.468738	1.724472	-0.414679	-1.992475	-1.589005	-0.726052	-1.881267	0.073514	0.456756	0.676916	1.164265	-0.559245	-0.767194	2.176018	1.896598	0.880761	0.235783	2.158091	0.500927	5.527734
-0.659183	-0.816081	2.274949	-1.193976	2.430562	-0.167227	0.133839	-1.686696	-0.184380	1.453109	2.111781	0.205714	-0.010272	0.951898	-0.770344	-0.861579	1.783968	0.029195	-0.667290	-1.172079	0.619570	2.080550	-1.232500	1.010224	-2.051788	-0.611927	1.362306	-2.998099	-0.253105	0.640974	0.554650	0.184145	-1.882859	-1.213239	-0.219515	0.054135	-1.719054	0.138158	0.703531	1.759951	0.218208	1.200155	-0.732655	-0.213852	2.033382	2.429884	0.915579	0.976900	-1.733938	2.484688
0.027140	-0.035584	-0.972464	0.280584	-2.391253	-0.975121	-0.846611	-2.883231	0.873258	1.801896	-0.430734	-0.342107	0.875657	-0.199820	0.276437	-2.221309	-2.441050	-0.250601	2.574864	0.110592	1.063818	-1.447627	-1.566665	-2.498202	1.347181	0.687030	-0.349370	1.271952	-0.596182	-1.311348	-0.033373	-1.313556	1.273315	1.199688	0.313585	0.796919	-0.618380	-0.464459	0.387931	-0.584302	-1.095505	0.109182	3.739191	-0.555085	-2.541924	0.410504	-0.339579	-0.833054	-0.397497	-2.721584
0.077160	0.340847	-0.860657	0.532325	0.327214	1.051904	-1.106754	1.341732	-1.697147	1.609982	0.515872	2.124193	0.270952	-1.585856	0.031118	0.718727	0.935457	-3.409421	0.931197	1.545000	-0.557644	-0.970508	0.377479	-1.148726	0.730098	-1.154544	0.028961	0.170786	0.620537	0.239501	-0.870595	0.389553	0.324240	-5.059397	0.208600	-0.392198	0.344158	1.541640	0.239178	-0.347628	0.306842	-0.205233	2.251961	-0.082209	0.619548	-0.346964	0.103616	-0.679188	0.592854	-1.459186
0.360063	-0.179626	2.637301	-1.367432	1.275334	-0.998005	1.333067	2.801849	0.158575	0.196657	-1.013210	-0.366839	2.153700	1.430645	1.084341	0.289400	0.163088	-0.844043	-0.425993	0.368277	1.036981	-3.500562	-0.174108	0.448615	2.199488	1.840843	-0.423280	1.568692	-1.873454	0.008436	-1.165922	0.104038	-0.108773	-2.205506	-0.403084	0.724844	0.548005	0.038462	3.188599	-0.671658	0.272492	0.704582	-0.176680	-1.132273	-1.044480	0.555966	-1.096714	0.100811	4.650372	1.497155
0.414085	-1.438660	-0.529313	-0.196309	2.203513	-3.382927	-0.825056	-0.152257	0.022505	-0.983653	-2.666563	0.385651	-0.118252	-1.380734	2.420828	-2.114445	-1.204722	0.544202	-0.389315	-0.384662	-1.279198	1.508870	1.355051	-0.222887	0.651848	0.338013	1.017566	-0.673499	0.549112	2.283919	-2.215659	0.600286	1.307452	-0.660353	0.534726	-1.820765	-0.700260	-0.165669	-1.239908	0.205152	-1.285175	-0.919658	-3.286203	1.786544	0.636945	-0.541293	-0.270309	-0.448480	0.317294	1.129004
0.382272	-0.029819	1.971098	-0.203800	1.320509	1.065703	-1.436833	-1.334197	-0.010355	-1.581078	-1.042270	0.001205	0.724788	-0.529123	-0.561858	0.313660	0.190294	-0.031001	-0.488915	0.723165	0.568780	-0.507978	1.044385	-0.313239	0.038903	0.120754	1.438293	0.512034	-1.503424	0.744186	-0.779466	0.171809	-0.083830	0.206765	-0.089862	0.136049	-1.142898	0.416004	-1.484419	0.611468	0.293396	0.531568	-2.178499	-0.659826	1.505249	-2.813072	-0.953173	-0.022695	0.750278	1.373542
-0.112535	0.171768	-1.503729	0.674809	-1.843552	0.009592	0.686752	1.668363	-0.854126	1.048364	-1.192722	-0.531949	1.515335	0.301234	0.178839	-1.391541	-0.641730	-2.288316	0.489169	1.815763	2.520644	-0.806893	0.213692	-0.654072	-0.541668	1.852002	0.554535	2.628797	0.696931	1.489836	1.615213	-0.662916	2.898949	-1.980492	1.399154	0.956870	0.568050	-0.583762	-0.356471	0.629001	0.904767	0.649101	-1.631274	-0.756571	-1.045590	-0.829781	0.537241	-0.659002	-0.404672	-2.649360
1.390248	-1.470350	-0.545915	2.000863	0.734050	3.502202	-0.103987	1.782522	-0.550931	1.473500	1.992802	-0.058646	0.449928	-1.992732	-3.302975	2.563843	-1.134161	-0.857648	-0.035561	-0.301414	0.126930	0.872951	0.168585	-0.976823	-0.325804	1.704278	2.499154	0.756449	2.701720	0.928542	-0.225618	0.171389	0.284901	-1.019206	2.075092	0.235287	0.705088	0.908053	-0.522835	1.393065	-0.683548	0.569006	-1.076693	-1.689872	0.096329	0.539967	-0.968356	-0.696974	-0.334385	-0.645707
