X17	X29	X23	X7	X16	X14	X13	X39	X46	X42	X25	X4	X8	X40	X49	X6	X47	X35	X21	X41	X18	X31	X48	X10	X33	X32	X3	X38	X30	X36	X50	X27	X2	X20	X19	X5	X12	X37	X45	X22	X11	X44	X24	X26	X34	X1	X15	X28	X9	X43
0.294241	0.232192	0.035942	1.317771	-1.624872	0.149086	-1.860433	-0.970915	-0.016903	-0.548766	-0.514110	-0.294818	-0.607663	-0.320638	0.209756	0.655014	-1.497886	-0.980435	1.511033	-0.361549	0.012975	-2.380319	-1.367750	1.543045	-1.250985	-0.585623	1.062168	-0.529567	0.512846	1.522033	0.953449	-1.018202	-0.119030	0.822543	-1.357637	-0.068509	-2.312719	-1.765136	-2.288637	-1.443095	0.727360	0.010490	3.184571	1.633881	-1.339334	-0.658649	0.502101	-0.849031	-0.557721	1.217785
0.267293	-0.440128	2.982166	0.514235	2.667285	-0.805373	0.792016	-0.358999	-0.567803	-1.501350	-1.449406	1.874431	-0.447049	0.267094	1.662631	1.571606	1.161662	0.534175	2.745467	1.365626	2.591519	-1.030442	0.359767	0.663512	0.881182	-1.186977	-1.243080	-2.573127	2.868602	1.129958	-0.142431	1.161748	-0.394680	-1.104444	1.508421	-1.885488	0.366229	1.254654	0.572153	0.495544	-0.098539	-3.713362	-0.234671	0.123170	1.056746	-0.699487	0.494921	-0.040489	-1.393221	0.979275
-1.435290	-0.415456	1.195974	1.182570	2.705118	-0.319038	-1.583139	0.576759	1.500576	1.222214	-0.888117	-1.484497	-1.333145	0.775082	0.892208	-0.621086	0.533080	0.868532	-1.396291	-1.362512	-1.689093	-0.718616	-1.362670	-1.368265	-1.677430	-0.498089	-2.355489	-0.733846	-1.518694	-1.719225	-0.545083	-1.258420	0.545156	0.577968	0.560327	-0.095510	0.585287	-1.559268	2.151770	-2.702676	0.458000	0.514254	0.129808	-2.196680	-2.223567	0.908419	0.670945	-1.372895	-1.306197	-1.416797
-1.783580	-2.513023	0.686931	-1.287294	-0.862799	0.788568	0.212494	1.780542	-2.185745	0.763772	-0.539323	-0.544531	1.845321	0.825745	-1.465059	-1.008436	-0.496846	-0.957549	0.560299	0.090483	-1.495182	0.140923	1.624354	0.143417	1.523906	-1.009758	0.510671	-2.186207	-0.345605	0.809235	-0.756174	-0.272310	1.347546	0.958272	-0.222359	-0.311679	-0.205455	-0.533223	1.228538	-0.966952	0.976738	1.071469	-1.237069	-1.023844	-1.108428	-0.251531	-2.207278	-2.221736	1.929330	0.403940
-0.234393	-2.208124	0.177172	-0.231920	0.128500	1.715543	-0.040001	-0.284105	2.574880	-0.788467	0.196972	2.453931	-1.966252	-0.661370	0.711119	1.174432	0.060271	-1.716080	2.109211	1.806357	1.382401	-0.390157	0.208828	0.489407	0.614959	1.954982	-1.200091	-1.472451	0.940879	2.425913	-2.418830	1.137967	0.859072	-0.772149	0.079261	0.139340	-1.473515	0.143953	0.504891	1.490138	1.747378	-1.289568	-1.311081	1.599493	1.299884	-0.530957	-0.456712	3.325958	-1.479081	2.189748
-1.401448	-1.524578	0.896737	1.281475	0.818539	-0.788348	3.144892	1.891309	-0.279172	-1.751396	-0.250356	0.444059	2.319774	1.500737	1.405956	-1.118830	1.638788	0.345496	-1.166520	-3.495861	-2.617699	-0.221662	0.163744	-0.689590	-0.642257	-1.178339	-0.077126	-2.771065	1.348838	-1.445766	2.425037	0.437258	-1.603536	-0.373540	-2.505473	-1.050054	-0.690839	1.664506	1.028485	-2.432314	2.643775	-3.084203	-1.357836	0.864476	-2.511617	-0.755955	0.588742	-0.326467	0.941721	-0.881477
1.344308	-0.001255	0.065614	-0.793600	-0.157019	-1.631637	1.168390	0.158288	1.054989	-1.608502	-0.908709	0.809028	-0.383136	1.478228	-0.589865	0.177121	0.706163	-4.053656	-0.823535	-3.525310	-1.174235	1.278071	-0.135969	-1.250023	0.427558	-0.758258	0.521412	1.058272	2.033097	-1.743753	-0.308358	-2.164082	0.279587	0.366084	-2.889045	2.415364	-0.042006	0.670000	0.787431	-2.947757	2.130958	-0.156905	0.434401	1.997952	-2.993161	-1.693432	-2.235843	0.849320	-1.697535	-0.539129
1.498545	2.213490	1.092340	0.601201	0.739955	-2.235253	-0.073015	-0.766456	3.269951	1.392944	-1.229786	-0.020101	0.381371	0.918313	0.435192	-1.329133	-1.358630	0.827835	-1.403685	0.573573	-1.017964	0.231014	-0.152599	-0.193450	-0.098713	-1.026019	1.700945	1.964314	-2.764965	2.250854	0.506902	2.173896	-0.786099	-1.047718	1.030913	0.335260	0.080535	1.172584	-0.505483	-1.348817	2.074872	2.185549	-0.812439	0.753385	-1.343278	0.663288	-0.206589	2.556400	-0.973717	2.240673
0.000847	-0.674852	0.685757	1.017200	-0.652101	0.194212	0.555811	-0.807937	2.874942	2.319878	-0.722653	2.280272	0.463258	2.011006	-0.066912	0.822730	-2.050511	-1.821094	2.416422	0.466371	0.685694	1.445904	-0.669199	1.466475	-1.391987	-0.557246	0.425836	-0.516046	-2.013668	0.585378	-0.480919	-0.751841	-1.346854	-1.032094	-0.318513	-0.966233	-1.543082	-2.620613	-1.471951	-2.490697	1.563972	1.113722	0.205951	3.353105	-1.898969	0.197323	-0.356381	2.263981	1.653605	1.273687
1.252569	-0.559197	-1.071856	0.174711	0.128817	0.319053	0.198074	0.698258	0.827713	-1.073032	-0.239336	-2.696477	1.314995	0.855630	2.317849	-2.752734	-0.415441	-0.923986	-0.943960	1.146269	-2.117476	-1.597444	2.222712	-0.989980	2.810774	-0.342835	-1.487509	-0.191310	-3.295196	0.062312	-1.131673	-0.138329	1.494042	-0.703935	0.972377	-1.136469	2.114915	1.445627	0.458600	-0.145664	0.089269	1.279965	0.786046	-0.365468	-0.679241	-1.522140	-1.084382	-0.865608	-2.393963	-1.500212
-2.036096	0.228449	0.866840	-0.706479	1.522850	-0.877567	-0.332450	-0.997605	2.817584	0.156324	-0.705809	4.857989	-1.361941	2.566182	-0.050260	2.352721	-0.731404	1.078761	-2.114648	-1.085071	3.269404	0.461904	-0.892840	-1.431637	2.654845	-2.851201	2.325287	1.595680	1.816795	1.803850	-1.573153	-1.117561	-1.666786	-0.899619	-1.730640	-0.797000	0.725322	-2.019147	1.026028	-2.392981	-1.653462	-0.105739	1.550270	-2.097174	-1.058098	0.136896	0.022367	2.199176	0.407301	0.625966
-1.370969	0.451720	0.530091	-0.076450	-0.579414	-2.453147	-1.239760	0.693003	-0.399150	-2.790678	-1.199642	-0.494723	1.062446	0.318943	0.383971	-0.208441	2.884904	-0.760629	-1.674303	-0.041700	0.872499	0.000254	0.874542	-1.929126	0.398476	-0.366088	1.653147	1.496500	1.468716	1.381167	0.525108	-0.594403	-1.236900	-1.563230	-1.801166	-0.828919	1.281729	0.323912	-0.205353	-1.352492	-0.834889	-1.333496	-1.919049	0.353614	0.023172	-0.867816	0.913926	-0.417098	2.227558	-0.509357
-1.746960	0.286769	-0.887348	1.276678	0.382471	-0.047453	2.134526	0.192267	2.179947	-1.366034	0.280423	3.894071	1.565475	0.887291	0.632948	2.464593	0.600210	1.627136	-2.178761	1.684894	2.192982	0.757846	-0.968444	-0.132063	-1.084030	-0.627849	1.459482	1.316518	1.829463	0.880276	-1.028428	0.838556	-1.168727	1.018467	0.803907	-2.475231	0.764952	-1.127736	0.774715	0.246528	-1.585369	-0.291363	-1.439742	0.836869	-0.894250	0.372749	1.149224	1.674873	-0.961039	-0.138227
1.104271	1.546684	1.359209	-0.341387	0.765274	-0.563890	-0.417975	-2.033841	2.417953	1.161369	0.229629	0.106841	-1.910700	0.707287	-0.707964	-0.828462	-0.870412	1.225670	-0.290463	-0.911076	1.337060	0.939246	2.822152	-0.668854	0.121515	-0.926609	-1.555930	1.666331	-0.619035	1.710782	0.886806	-0.927515	-1.314560	-0.220782	-2.242199	-0.345410	-1.161522	-0.266577	1.471460	-1.496353	1.935493	0.696019	-0.660071	1.494290	-1.688457	1.020464	1.585728	2.652530	-1.579071	-0.335295
0.087489	-0.130395	-0.275212	1.102089	-0.638051	0.311848	-3.625474	1.214491	0.939506	-1.300841	-0.451909	-0.279878	0.978502	0.449660	0.944727	0.760947	1.510396	-0.984169	-0.935221	-1.602800	0.712514	1.791603	0.055949	0.711590	-0.212545	-0.185813	1.297851	-0.484997	1.172175	-0.958015	0.610357	2.964205	0.951365	1.196544	-0.070711	1.004787	-0.188049	2.271236	-0.776380	2.431729	-4.106433	0.498163	-0.861128	1.359235	1.872212	-1.101708	-1.756611	0.278973	1.414270	0.371148
-0.465847	0.059383	0.593137	0.445249	-0.730125	-1.054283	0.169433	-0.219939	1.045796	0.717628	-0.900346	3.380019	-0.308600	1.340598	-0.960262	1.627809	1.097067	0.826264	3.461334	-0.386905	0.417114	-0.013344	-1.546169	0.933662	-1.461853	0.758938	0.508639	1.613362	0.008676	-0.833715	1.817245	-0.340728	1.463710	1.218086	-0.149416	-0.085887	-0.627881	-2.082628	-1.549509	0.083618	2.317647	0.638513	-0.681648	-0.246487	0.630121	0.681521	1.664340	0.463884	0.773268	-0.764334
-0.282292	0.842556	0.438045	0.420191	0.189255	0.634268	-0.472697	1.517859	-0.392262	-0.583226	1.412973	-1.689086	1.167456	-0.144033	0.963364	-0.908057	1.351783	1.891693	3.541440	0.293404	-0.381362	0.079201	0.871924	1.804381	2.040875	-0.735522	-0.876635	1.482496	1.717603	1.853973	-1.965602	0.900235	-1.148645	-0.194674	-0.241260	1.367467	1.353924	3.084272	-1.699030	2.766855	-0.199214	-1.346168	-1.345532	-1.890472	2.495378	0.847782	1.621124	-1.907456	-0.779329	0.671712
-0.848454	0.262682	0.879703	0.200015	-0.026284	0.844681	3.065868	0.612242	-1.168804	0.910471	1.032721	-2.055293	0.009510	0.114021	-0.614803	-1.218793	1.904704	1.277485	1.807449	0.566509	-0.374876	-0.075127	0.354562	0.187575	-1.476735	0.283904	-1.517016	0.062242	-1.720470	1.015444	0.505702	1.713364	-0.398303	0.152756	0.393274	-1.456553	1.143407	1.844343	1.727994	0.612446	2.951888	-0.080035	0.579012	1.163803	0.022113	0.771756	-0.881060	-1.547219	1.243257	-0.122207
