X82	X77	X57	X88	X48	X91	X69	X68	X96	X17	X33	X61	X97	X72	X25	X76	X21	X32	X19	X58	X90	X74	X59	X95	X66	X50	X62	X16	X86	X11	X51	X6	X78	X44	X73	X81	X38	X30	X42	X22	X7	X70	X75	X15	X12	X34	X87	X24	X89	X99	X92	X23	X84	X49	X67	X40	X93	X29	X2	X94	X54	X28	X4	X41	X36	X46	X10	X13	X52	X100	X5	X9	X35	X27	X20	X14	X45	X39	X98	X65	X80	X43	X85	X31	X3	X1	X63	X56	X47	X8	X26	X60	X83	X55	X79	X53	X64	X37	X18	X71
-1.379293	0.804076	2.260634	-0.372842	-0.851689	0.762704	0.630240	-0.941267	2.222203	-0.571296	1.353844	-1.586809	-4.699348	-3.080624	2.133407	-0.676938	-1.440601	-0.073874	-0.458118	-0.068775	2.626301	-1.557615	0.246676	0.115091	1.784740	0.331929	-0.450742	-0.073016	-2.858541	-1.898453	1.022221	-1.193964	-1.323098	-2.437948	1.051967	-1.123112	-2.694170	-2.387450	-3.604350	5.030967	0.126649	-0.375569	1.976859	-0.571361	-5.349031	-2.850664	-0.446639	-1.480777	0.431013	1.996360	0.179754	0.282848	0.064875	-2.598979	-0.864366	-1.594275	1.644562	-0.309568	-4.875818	2.181203	-1.038265	1.594558	-1.702002	-0.691481	-1.178162	-3.151237	2.042406	-2.474420	5.010291	-0.326287	3.337701	1.223044	0.765839	-2.094988	-1.200558	-2.008404	-2.664589	0.180369	-0.124255	-1.000825	-0.219860	-2.052263	1.266289	-1.705200	1.907255	-2.468174	1.526877	-2.085279	0.859890	-0.784628	0.387262	-2.033656	0.031147	-1.022350	0.233947	-3.839117	-0.302643	0.793072	-0.624831	0.520249
-0.113929	-0.900283	1.699557	2.639193	0.328200	0.906355	0.527705	-0.558371	1.912149	3.160674	-0.868500	-0.721117	-1.039931	-1.295525	0.757408	-3.080379	-0.803508	-0.448454	1.023540	-1.435429	-2.632044	-1.964820	-0.678963	0.807952	-0.817156	2.029430	-2.123112	-1.279586	-0.493101	-2.912720	-2.216463	0.213303	2.061063	1.195641	-3.102603	-1.122393	-1.255626	2.452046	-3.314397	-2.165434	-2.458879	0.855770	-2.238331	0.843410	0.806143	-1.641444	0.502043	-1.944104	-1.819790	2.221186	-0.361295	-1.416596	-1.516488	0.346606	0.410844	-0.168147	2.209787	-1.661533	0.457539	-2.609425	1.681182	1.074720	-0.777761	-0.372525	-0.911714	2.392190	0.879309	-1.638371	0.228577	0.056587	0.013767	-0.486247	0.978270	-0.867983	2.523139	-0.257554	-2.090192	-1.381918	0.407765	0.042035	-0.770177	0.227293	1.122703	-2.039638	0.459130	-0.631857	2.475996	2.437679	-2.001329	0.311279	-1.018178	-1.411239	2.248287	1.020216	-2.697411	-3.028589	0.969841	-2.028529	-0.047364	-1.673365
-0.929554	-0.011148	0.235343	0.227921	-0.416348	0.223178	-0.051725	0.389890	-0.339903	-0.818597	1.045928	-1.873406	3.856739	-1.177345	0.205433	-0.837125	-0.882925	0.061961	-0.505746	0.069699	-2.220470	2.151415	-0.964011	0.170108	-0.337245	-1.415727	1.116399	-2.529660	1.560406	2.280230	-0.136470	-0.454888	-0.994115	-0.659960	1.103199	-0.396096	-0.772362	1.112978	-0.133691	2.752096	-0.645684	1.518700	0.740159	0.702159	0.433351	0.244384	2.876614	1.003098	-0.475051	1.125933	0.378404	-0.664922	1.644356	0.715525	-1.933564	0.781837	0.517809	-0.221442	0.878521	-0.667795	0.240244	0.199971	0.170896	-0.012208	-2.815521	0.119050	-1.145543	0.833736	-0.540740	2.750730	-0.900322	-0.803987	-1.011597	-0.944031	-0.578265	0.963053	0.584864	0.856208	-0.521652	1.127063	1.886595	0.934857	-0.129165	1.562023	-0.490982	-0.414402	1.153436	2.021082	0.075340	-1.696013	-0.061848	-2.049128	-1.107434	0.184628	-0.933271	1.375451	1.871086	-1.999045	1.516739	-0.025673
-1.626234	-1.114016	-0.153950	3.173837	0.552684	0.313731	-0.062928	1.179640	-1.607346	-2.775611	-1.477002	0.417547	0.135866	0.497283	0.033571	1.044441	0.984285	-0.460878	-0.461746	0.305892	1.203688	-1.442106	-1.598673	-0.958172	-0.995464	-1.338390	-2.321513	0.742216	1.925295	1.623520	-0.969059	0.019600	-2.495873	-4.338962	-1.136415	2.984333	3.085520	-1.172132	5.005938	1.086101	2.170536	0.695476	1.003679	0.842773	-0.769182	2.246725	-1.940210	-0.857532	0.792476	0.220587	0.445624	-1.982091	-3.354852	0.043607	0.751141	-1.784603	-1.610919	-0.018903	-0.740519	0.406742	0.241777	1.623079	0.332583	-1.065795	-3.856455	0.216533	-0.970555	2.573295	-0.577808	-1.954279	1.276258	1.221417	0.841932	0.143855	-1.211766	-0.501943	1.560332	-2.006010	-1.284667	-0.562930	-1.345892	-0.386861	1.587694	0.528206	1.586618	-2.661790	-3.828937	-2.140204	-0.149154	-0.024087	0.974682	3.182539	-1.422967	-1.086960	-2.233372	-0.779648	-0.789430	0.666602	-1.529660	1.376981
-0.022885	-1.818591	0.177151	1.780370	-0.334045	-0.593402	-1.454912	1.025735	-3.106787	-1.341887	-1.681914	-3.107716	0.998611	-0.801656	-0.102732	-0.186308	1.159312	0.325451	1.421430	-0.147752	-1.480478	-0.468382	-0.577925	0.036021	-1.078681	0.968035	-2.602685	-1.467679	-0.205387	0.453571	-0.874557	-0.096043	0.011658	-0.123105	-0.043046	0.284275	0.917442	1.332967	-0.756819	0.942314	-1.029530	0.872990	-0.556264	0.203787	0.436796	1.464137	-0.421644	-0.030145	-1.202477	1.443487	0.629952	-1.380585	-0.565842	2.170110	0.233677	1.277622	-1.951732	-2.046405	0.787952	-0.336507	0.941806	-0.016572	-0.826358	-1.492992	1.469977	0.668824	3.977614	0.789139	-2.979425	-1.682777	0.591180	2.109011	0.350286	-0.094028	-2.133432	1.097824	-1.900267	-1.562978	-0.227797	-1.044157	0.615637	-0.198181	-0.031860	-2.612674	1.245319	2.933500	-0.634535	0.729351	-1.702641	-1.956392	0.895237	0.561283	-0.765573	0.746383	-3.140805	-0.721101	0.371402	-2.156194	1.230403	-0.865381
0.209530	-1.133493	0.905476	0.089390	0.193390	-0.994430	-0.756881	-0.502811	1.881359	2.647394	-0.751674	-0.606775	0.324718	-0.364815	-0.375020	-0.676126	1.438166	-0.901194	0.244133	-0.879376	-0.552074	0.457209	-1.008441	-0.004958	0.814523	1.136070	-1.088648	-0.437808	2.485634	0.606070	-0.957023	-0.583155	0.587819	-0.535365	-0.058031	-0.019679	-0.335312	-1.838859	-0.186379	0.734479	-0.410235	2.233989	0.124446	-1.911723	0.669284	-1.354937	-0.348382	0.215001	-1.511504	1.463168	-0.018536	-1.186013	-0.697181	0.694961	-1.070849	0.247121	1.017134	0.123034	-1.174394	-0.012456	0.250543	2.199595	0.823494	-1.563686	-0.699218	0.605228	-2.387796	-0.462713	-0.493575	-0.788637	0.043173	-1.599448	-3.054242	1.902201	1.680823	0.449525	-0.899562	-1.337564	0.415350	0.921582	-0.075433	-2.108748	-0.164551	-1.537936	0.186731	-3.428881	0.080652	1.272422	0.043247	-0.490545	0.738319	1.138824	2.466213	0.894255	-2.634373	0.021186	0.233242	0.284500	0.897630	0.514165
1.079757	-0.404194	1.457317	-0.687233	-2.338263	2.007466	1.044851	-1.406542	3.078803	0.605235	3.315548	1.238081	-2.584223	0.631413	-0.366476	-1.319834	0.931656	2.408414	0.956162	1.241130	-0.564977	2.460034	0.964020	0.120828	-1.077256	-1.895749	-1.355053	-1.020016	-0.744732	-0.787119	0.615128	-2.628747	-0.517555	0.037116	0.815766	0.220099	-1.468772	1.233485	-0.918792	0.055425	0.676286	0.793643	0.808239	-0.131541	-1.780794	-0.038682	-0.033397	-1.390140	-0.766751	-0.455857	1.796377	-0.073977	5.318009	0.005891	2.302830	-1.589794	1.945301	-0.787161	-1.619754	0.174512	-0.708535	-0.260128	0.946063	0.710820	-0.129292	-2.076338	1.423204	-0.743686	4.518328	-1.532668	2.126017	2.110655	1.361186	-1.320703	0.397800	-0.976079	0.200633	-0.407757	-0.699132	0.168502	-0.028188	-0.724943	-2.670208	0.504577	-0.688559	-0.265214	0.235960	-1.465826	1.010354	0.226474	0.760289	-0.778965	-0.245787	-2.355069	1.592930	-0.039506	-0.981135	0.306672	1.750300	0.892707
0.538306	-0.004569	0.073540	1.794076	-1.516740	2.419382	-0.222364	-1.369967	1.966946	-0.501426	2.818216	2.496722	-0.530695	0.990274	1.309104	-0.756766	0.249524	1.838157	0.098506	1.368106	-0.756600	0.638550	-1.900823	-0.989487	-0.010169	-1.915184	-0.014760	-1.358212	-0.663271	-0.150554	-0.760765	-2.838937	-0.807781	0.224015	-0.395569	0.601361	1.096697	0.601580	0.601501	0.823518	0.844033	-0.193493	1.292467	1.371953	-0.196566	0.847625	-0.664811	-1.087067	0.520159	-1.282743	-0.346366	-0.202260	3.255335	0.535662	2.604824	-2.501501	-3.231940	1.537109	-1.493456	-1.563700	-0.124260	-0.280662	2.567859	-1.037161	0.290553	-1.724445	1.754823	1.339538	3.843532	0.010911	2.560526	2.846998	1.607006	1.212678	-0.195862	0.186906	1.548802	0.594459	-0.843650	0.402348	0.627616	0.509956	-3.890644	1.304953	0.945486	1.088745	-2.094282	-0.938096	0.054462	1.147307	0.756332	0.828019	-0.807911	0.108146	0.690363	2.225323	-1.514189	-0.249136	-1.109649	0.980127
-0.068957	-0.385015	1.055996	-2.831538	-2.286280	1.557442	1.091567	-0.569061	2.404529	2.443249	-0.352732	-0.058664	1.303053	-0.235553	0.746755	-3.312621	-2.077574	-0.020696	1.508503	0.260165	-2.540681	-2.636543	0.576588	0.147717	-0.220294	-0.619479	-2.641726	-2.294198	-0.285583	0.589649	-1.627716	-2.219434	0.270349	2.730067	-1.688607	-0.611754	-1.370453	-0.099597	-1.140157	0.120833	-2.749030	1.295763	1.888684	-1.371495	-3.074776	-0.254705	0.698670	1.888618	-1.607757	0.958261	-1.726572	-0.868720	1.442859	-2.172480	-0.017908	-1.464933	1.731543	-0.123090	-2.834980	-1.228874	-1.027923	1.046831	-0.005798	0.146421	-2.050207	-0.335593	-0.485835	-1.216780	3.390837	-1.713685	1.562995	-1.595509	-1.123042	-0.884433	2.700046	-2.570658	0.602052	-3.157695	1.773523	0.293349	0.142642	-0.944479	-0.963014	0.392612	-0.484497	-2.882886	1.921335	3.566239	0.281391	-0.391291	-0.692359	-0.666891	1.695418	0.913497	0.990885	0.531361	-1.320163	-0.937031	-1.144888	-0.096818
2.216083	1.541325	-0.562617	0.602838	0.840185	0.879916	0.275107	0.296376	-1.274389	-1.941771	-0.769333	0.109644	0.990342	0.395678	-0.966247	1.655778	2.771303	-3.221968	0.290668	0.289451	-1.768220	-1.009522	2.219269	0.236359	1.420504	-0.895363	2.364484	1.092396	-1.272595	-2.058126	1.974701	1.407116	0.831305	3.504746	-2.685386	-1.299652	0.369407	2.932260	0.789164	-0.294241	-0.739598	0.841185	-0.328971	2.221340	0.275567	0.698527	1.644842	-1.011337	-0.163987	-0.809171	0.793931	2.042923	0.482022	0.793596	-0.584860	0.283357	-3.243127	2.609105	1.353730	-1.778336	0.363900	2.390648	1.189744	0.545012	0.770183	1.492996	1.291637	1.013076	-3.406177	3.060377	-1.906422	-0.682909	-1.896326	0.936097	-0.627891	0.662333	2.157578	0.896053	0.505718	1.923904	1.017848	2.154703	-2.882927	2.080810	-0.022697	2.839900	-0.966428	2.250766	-1.935255	0.645161	1.660318	-0.769635	-2.462576	3.022255	1.115092	-0.363123	-0.607586	-1.691143	1.115230	1.733597
