X34	X96	X38	X100	X12	X68	X83	X19	X85	X56	X77	X31	X48	X92	X23	X21	X81	X51	X4	X71	X87	X5	X47	X8	X55	X98	X69	X27	X3	X41	X64	X93	X76	X7	X43	X10	X86	X6	X42	X52	X79	X78	X28	X44	X58	X75	X90	X88	X30	X62	X2	X99	X97	X50	X46	X32	X89	X20	X22	X37	X54	X72	X25	X94	X33	X74	X40	X65	X59	X1	X66	X18	X57	X39	X35	X82	X29	X15	X70	X61	X49	X67	X53	X16	X60	X26	X11	X84	X24	X95	X63	X36	X73	X17	X45	X91	X80	X13	X14	X9
-0.268953	-1.558246	-0.319853	-1.759559	0.508092	-1.506021	0.725226	0.739281	-1.815509	2.490912	-0.764355	-3.919517	-0.205239	-0.471241	-0.732185	1.034094	1.552621	-1.450479	0.854723	0.975281	0.282446	-1.549668	0.776960	-2.274056	-1.262635	-0.323742	2.210483	-0.199266	-1.600881	0.382493	1.200469	0.517649	0.223711	1.164284	-2.612069	-3.957754	1.105345	-0.833240	0.210933	-3.592753	1.194512	-3.723772	-1.032435	1.344383	-2.649908	4.009646	-0.087388	-1.134184	1.046809	4.587777	-0.580136	-3.201731	2.284450	4.792969	-2.233887	-1.027021	-0.556603	-1.264877	-2.575447	0.694827	-0.576796	-0.777701	0.109344	-0.502117	-0.834419	1.397318	-2.594724	1.181899	0.104580	-0.431728	-0.195288	-0.260830	1.145857	-2.780268	-1.506742	3.526625	-0.574824	-0.854865	4.847928	-0.735019	-2.278292	-4.267334	-4.526546	1.185651	-2.247115	0.758753	-1.214439	2.142054	1.031008	-1.309025	0.613940	-1.035933	-1.850464	1.293910	1.502328	3.074013	0.848708	1.013979	2.294855	-0.520251
-1.753207	-2.965072	-1.189399	-2.343200	-1.606004	-0.788926	1.431452	-0.055389	-0.742006	-0.263449	1.708826	-0.301594	-0.744315	1.288127	-1.342919	0.534985	2.122132	-0.672330	1.311007	-1.279633	-0.556853	-3.022540	-1.724967	2.651016	-1.462064	-2.158939	-1.169944	0.784811	0.426363	1.965963	-0.698137	-0.740039	-0.216914	0.718540	0.466155	0.308281	-0.953807	-0.298947	-0.258946	1.065561	1.157010	-0.698878	-0.576742	1.893116	0.167243	1.014735	-1.133325	1.175901	-2.163269	0.920770	1.999704	0.518435	-1.406996	-1.115984	0.058239	0.309870	-0.323199	2.134211	-1.737929	0.770917	-1.214252	2.589542	1.062481	-2.529844	3.698626	2.370985	-0.765422	-1.564274	-2.261621	-0.111340	0.321561	-0.890915	-0.967876	-1.449260	-0.637096	-2.055564	-1.338274	-0.026561	1.862454	2.306293	-1.053310	-1.556593	-0.468615	0.112764	0.338293	-1.396857	2.298855	1.329737	-2.413035	1.641181	-0.632177	-0.688135	1.066446	-0.335275	0.123725	1.383915	2.464017	-2.339800	0.087301	1.573817
-0.782769	-1.577719	-1.303105	0.410862	2.408760	0.898993	-1.167549	1.307241	-0.427285	-2.616844	-0.259519	0.605265	0.046534	-0.165404	4.208405	0.551428	0.724692	-1.594649	-0.489310	1.523717	3.230011	2.328273	-2.163524	-2.658734	0.166604	0.987434	0.670986	-0.923644	0.937485	1.043600	0.173907	-0.872714	0.934474	1.642733	0.606864	-2.285489	-1.824912	0.768425	1.065076	0.403693	-0.049214	-0.941004	-0.083650	-1.074631	0.579115	1.470387	0.062557	0.122205	-0.731313	0.374561	1.850788	-1.859571	1.451933	-2.462135	0.150589	2.217362	1.543781	1.011683	-0.586860	0.376289	-0.416570	0.839901	4.194233	-1.167286	2.798026	4.640540	-0.858055	0.291531	0.572038	1.479599	-1.625102	2.562918	-3.968978	0.786037	3.463228	-0.234275	-0.821110	-0.700069	-0.762893	-2.277077	0.145405	-2.538372	1.586613	1.750509	2.784029	0.638317	0.362084	1.922926	0.536203	-2.774374	-0.873146	0.070482	-0.260166	-0.883693	0.631828	0.418981	-1.928634	0.611744	1.054221	0.029148
0.475192	4.787456	-0.056406	1.879968	-1.034632	1.459499	0.218025	0.563222	1.237679	2.886615	1.189797	2.636927	2.332436	-1.833235	-0.518379	2.786264	2.349281	-0.264490	1.295718	0.247567	2.051071	-2.017843	2.302508	1.000931	-0.736416	-3.827450	-1.093720	-0.350058	-0.309637	0.476795	3.099852	0.683073	-0.887193	0.061310	-0.151634	-1.799194	-0.387216	0.642170	0.134892	-1.366922	-0.747846	0.406871	1.572764	-1.721490	-0.876717	1.151396	1.524276	-1.500279	0.203368	1.231136	-1.711090	1.333674	1.800781	0.691532	-0.661856	-0.310553	-2.389230	0.790909	-2.210836	0.023005	-3.777675	0.993362	0.248110	0.125707	-1.732426	1.637870	1.195967	-1.773702	-0.053583	2.657268	-0.593614	-1.113380	-0.837635	-0.554366	-0.443606	-2.662413	0.215108	-0.769305	1.326011	-0.295323	1.192529	-1.188855	0.725065	0.684902	0.324264	-1.351236	0.442415	-1.226077	-2.316106	-0.240512	0.160910	-0.778002	-0.631965	0.071682	0.484197	2.740900	0.762523	-1.913276	-2.840864	3.393113
2.235008	-1.826506	-2.182739	4.622590	-2.448056	-0.342607	-1.047401	0.650715	-1.257054	1.750752	2.481527	0.076610	-1.716724	0.742594	0.296816	0.258483	-3.329140	-0.072836	-2.885087	3.456946	0.178111	-1.326064	-2.512509	1.751252	3.360616	-0.132341	1.328661	1.392613	-0.103981	-0.326159	0.670332	1.348043	2.858813	-0.676640	2.635911	-0.769148	0.466683	0.123651	0.372271	2.574960	-0.464841	3.883316	-1.721725	-0.545744	0.254859	-2.267465	-0.037493	0.698540	-3.277423	-1.956126	0.058220	0.973331	2.282976	-2.071719	-0.592220	-0.603947	-1.290299	0.576411	0.523291	-1.324832	0.875338	-3.285063	-3.513630	-2.413428	-0.372301	1.836929	1.696014	0.642018	3.065879	0.088042	0.198388	1.201642	2.436482	0.306332	-2.873650	0.257635	1.603939	3.006797	-1.854714	-0.326255	-1.251582	-0.330025	0.896826	-0.693429	-3.262133	1.935644	0.796118	-2.463953	2.804654	1.245974	0.331899	-1.951096	2.558144	2.389428	0.415747	-0.045275	-0.004156	-0.677107	1.097107	-0.077616
1.143386	-1.303698	-0.291638	-1.618394	-1.348616	-1.390879	0.954297	0.721023	0.458927	3.280348	-0.034340	-3.124400	0.436930	-0.801580	0.310014	-2.364557	-1.008927	0.207640	3.216549	-0.968348	-0.386574	-3.400610	-0.295408	0.850900	0.888099	-0.640101	1.485213	0.089051	-0.387537	1.142657	1.678761	0.720268	0.933842	-0.704492	-1.696787	-0.279877	-0.472287	-0.110665	-3.121110	-2.924100	0.927935	0.274620	-0.370996	0.625275	1.638230	0.186188	-0.283207	-1.136305	-2.804610	0.739663	-0.216453	-1.480316	-3.493750	1.191754	-0.099057	0.589291	-2.914488	-2.656100	-3.649890	1.961756	-2.642248	-0.918091	-0.855926	3.264788	0.229549	-1.701216	-1.711588	-3.615987	2.097567	1.649073	-1.097538	-1.935793	2.003607	-0.683460	-1.864760	-1.611981	0.759981	-2.156956	1.299992	-2.488895	-0.656371	1.771905	1.277962	0.785147	-0.719601	1.319153	1.096120	1.301584	1.433877	-0.407951	0.789657	-0.519887	0.910778	0.055425	-0.128267	2.326843	-1.071798	0.399704	3.060646	2.106353
-2.949157	1.248856	0.829651	-0.449479	-0.023902	0.683803	2.696147	-0.470391	0.461474	1.407910	0.762109	3.119865	0.790922	1.294844	-1.525045	2.537362	-0.870830	-2.166182	-0.750100	-1.764309	-0.568915	-1.633828	1.941975	0.776749	1.679941	-1.900166	0.572568	0.209272	-1.282211	-1.511996	-0.460182	-1.216510	0.096991	1.291380	1.843266	-0.049125	0.454564	-2.310033	3.109632	-2.265793	1.626529	0.789327	-2.119659	-1.634960	-1.765013	-3.704037	0.429695	-0.887322	0.957139	-2.165087	0.190127	1.007035	-1.364553	0.659706	0.963946	3.022980	-2.038414	2.105285	0.632798	0.910570	-2.439322	-2.408652	1.537406	-2.924147	1.488592	-1.865951	1.429137	-2.369766	-3.471366	0.202196	-2.008589	-1.080308	0.557355	-1.492090	1.169989	-1.701643	2.676874	-0.634048	-1.380115	2.447930	0.901707	-0.825193	-0.948073	0.553201	0.421795	1.998665	0.227110	-3.222153	1.568584	1.710721	-0.767803	-1.698428	3.326022	-1.224519	1.457914	6.426306	0.374784	-0.836427	-0.431137	3.068369
2.328983	2.939377	-1.418095	-0.814999	-0.934543	-0.329558	-1.578860	-1.849220	-1.231761	3.037695	-3.150274	0.497337	0.471612	-1.108887	0.754032	-1.183764	-0.757009	-1.561190	-0.587674	-1.478796	0.918528	0.416479	0.477389	-1.210051	-1.217523	0.352422	1.567652	1.074282	2.923871	0.414510	0.488810	-0.284534	-0.822861	0.402020	1.103761	1.179328	-0.498534	-1.650788	0.431407	0.390116	2.975114	-1.908594	-2.176503	1.133682	0.706284	3.585843	-1.402302	-4.902261	-0.729266	2.188302	1.221240	0.915932	-0.946096	2.250085	-0.608846	3.093168	-1.983571	0.591251	-2.742204	-0.854623	-3.907445	1.234231	0.166665	0.150046	-0.207431	-2.236199	-2.217827	1.393388	1.883156	0.653060	-0.375576	0.688306	-0.577711	1.772301	-0.267979	1.607548	1.742078	-0.421665	3.991354	-0.868560	-0.171172	-1.271089	-0.742256	1.219271	0.212911	1.796703	1.431964	3.035915	0.397680	-0.078545	0.160854	-0.520980	1.022162	0.816352	-0.522608	0.495363	1.444492	-0.835424	0.668957	-2.238932
-0.610534	1.196155	3.597109	-0.296550	1.598328	-3.338328	4.030734	-0.923312	2.629336	3.697439	-2.719606	2.758136	-0.768984	-0.876286	1.046649	1.641091	-0.149666	-0.319334	-0.039161	-3.209757	0.385199	-0.328886	-1.414261	1.622901	-1.254575	2.803843	-0.025592	1.124675	1.512794	2.325945	-1.913339	0.475617	-1.472937	-2.277620	-3.237885	-2.986199	0.203516	0.497961	0.292324	3.494213	-1.295476	3.618340	0.843464	2.246020	0.861097	-2.866551	-0.108046	0.650203	-1.179228	-2.673391	-0.541267	0.456421	-3.971292	-1.483040	0.700627	0.610958	4.120526	-2.388488	-1.563847	-0.295649	-2.279593	-1.632550	-1.176235	0.197302	0.897855	-2.465733	-0.141036	1.244285	0.459481	1.978398	-0.347414	2.744672	0.463740	2.208049	0.724512	0.381298	-1.116338	0.542032	-0.853605	-0.684307	0.373994	0.244766	1.967506	1.838835	1.035520	0.464063	-1.027727	0.159702	1.507961	3.026231	-0.499870	-0.098158	-2.345027	-0.463973	0.196242	-2.079209	-0.308620	0.319525	0.609146	-0.710894
0.786733	2.245528	-0.706012	0.242115	0.785046	0.791245	-0.695953	-0.214536	0.836117	-0.842790	0.963723	-0.843828	-1.011662	-1.481822	-0.652935	0.216047	-1.301781	-1.052984	-0.712338	-0.168266	-0.170197	1.387018	0.242211	1.415904	0.943962	2.135277	1.841483	1.699065	-1.095552	0.725741	0.063636	0.838917	1.221245	-0.340351	0.214048	-0.492515	0.294027	1.625695	-1.012766	0.256607	0.248256	2.823067	-0.144807	0.435418	0.081775	-1.278705	1.617644	0.237451	1.630133	-2.540321	0.162057	0.868904	0.557874	2.219015	-1.450731	0.032785	0.675777	-0.463624	0.014311	-0.862685	-1.334778	0.556499	1.042883	-0.373226	3.985447	1.137859	-0.849906	-2.645718	-1.201739	1.023045	1.435644	-1.040991	0.484933	-0.492850	-0.470076	1.761262	-0.647006	0.720757	-1.859441	1.986321	0.647257	-1.264390	2.222766	0.141710	5.274852	0.223654	-0.724481	1.521352	1.457306	-0.577362	-1.215229	0.258511	-0.385028	-0.617930	-0.459487	-1.682637	1.739896	-0.471243	0.595523	-0.371834
